text,anger,fear,joy,love,sadness,surprise
"The sudden turn of events surprised me in a way I didn't expect and shook my plans., but the uncertainty about the future keeps me awake and makes my heart race with fear., but i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened., but the small moments of warmth and laughter today filled me with a quiet joy. 😨😊😳",0,1,1,0,0,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
The thought of losing my job terrifies me more than I can explain. and my blood boils whenever i remember how they treated me that day.,1,1,0,0,0,0
The uncertainty about the future keeps me awake and makes my heart race with fear. while the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😨😳,0,1,0,0,0,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. and the day felt heavy and every small thing reminded me of how lonely i've been feeling. however, hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️😢",0,0,1,1,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling., but the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. Also, i was overwhelmed with happiness when my friends surprised me with that celebration.",0,0,1,1,0,0
I find myself avoiding places because I'm scared something bad will happen again. and the day felt heavy and every small thing reminded me of how lonely i've been feeling.,0,1,0,0,1,0
"I feel completely connected and tender toward them in a way that surprises me. and a quiet sorrow has settled over me since the news and i can't seem to shake it off. however, there was a lightness in my chest all day, like the world finally felt right. and i can't stand how they dismissed my feelings after everything i've done for them.",1,0,1,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. Also, the day felt heavy and every small thing reminded me of how lonely i've been feeling. ❤️😢",0,0,0,1,1,0
"An unexpected confession left me stunned and I had to pause to process it. while the uncertainty about the future keeps me awake and makes my heart race with fear. Also, a quiet sorrow has settled over me since the news and i can't seem to shake it off.",0,1,0,0,1,1
"There is a warmth inside me every time I think about the kindness they show. however, there was a lightness in my chest all day, like the world finally felt right. Also, a surprising twist in the evening turned everything upside down and i was caught off guard.",0,0,1,1,0,1
"The thought of losing my job terrifies me more than I can explain. however, even in the crowd i felt empty, like a sadness that sat beside me all day., but i am seething with anger at the injustice i had to witness today. 😤😨😢",1,1,0,0,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. while i feel an uneasy panic whenever i think about facing that situation again. Also, i find myself replaying that moment and it brings tears i can't hold back.",0,1,0,0,1,1
"My heart fills with affection whenever I remember our quiet conversations late at night. Also, i am seething with anger at the injustice i had to witness today.",1,0,0,1,0,0
"An unexpected confession left me stunned and I had to pause to process it. while i'm genuinely frightened about the idea of walking home alone late at night after what happened. however, hearing their good news made my whole week brighter and i felt genuinely happy.",0,1,1,0,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened. while i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳",0,1,1,0,0,1
There is a warmth inside me every time I think about the kindness they show. and i was overwhelmed with happiness when my friends surprised me with that celebration. 😊❤️,0,0,1,1,0,0
